edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2006 Winter Olympics,49,NOR,Biathlon,"15 kilometres Mass Start, Men",1602,Frode Andresen,99634,19,,False
2006 Winter Olympics,49,NOR,Biathlon,"15 kilometres Mass Start, Men",1602,Halvard Hanevold,86432,7,,False
2006 Winter Olympics,49,NOR,Biathlon,"15 kilometres Mass Start, Men",1602,Emil Hegle Svendsen,111029,6,,False
2006 Winter Olympics,49,NOR,Biathlon,"15 kilometres Mass Start, Men",1602,Ole Einar Bjørndalen,84154,3,Bronze,False
2006 Winter Olympics,49,NOR,Biathlon,"12.5 kilometres Pursuit, Men",1601,Stian Eckhoff,109641,21,,False
2006 Winter Olympics,49,NOR,Biathlon,"12.5 kilometres Pursuit, Men",1601,Frode Andresen,99634,6,,False
2006 Winter Olympics,49,NOR,Biathlon,"12.5 kilometres Pursuit, Men",1601,Halvard Hanevold,86432,5,,False
2006 Winter Olympics,49,NOR,Biathlon,"12.5 kilometres Pursuit, Men",1601,Ole Einar Bjørndalen,84154,2,Silver,False
2006 Winter Olympics,49,NOR,Biathlon,"7.5 kilometres Sprint, Women",1607,Tora Berger,110008,23,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Sprint, Women",2162,Hilde Gjermundshaug Pedersen,100988,28,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"10 kilometres, Women",2157,Marit Bjørgen,101008,2,Silver,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"10 kilometres, Women",2157,Hilde Gjermundshaug Pedersen,100988,3,Bronze,False
2006 Winter Olympics,49,GBR,Skeleton,"Skeleton, Men",23,Adam Pengilly,110434,8,,False
2006 Winter Olympics,49,GBR,Skeleton,"Skeleton, Men",23,Kristan Bromley,101707,5,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"1,500 metres, Women",936,Sarah Lindsay,101425,15,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"1,000 metres, Women",916,Sarah Lindsay,101425,16,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"500 metres, Women",896,Jo Williams,101407,19,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"500 metres, Women",896,Sarah Lindsay,101425,8,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"1,500 metres, Men",876,Jon Eley,109908,13,,False
2006 Winter Olympics,49,GBR,Skeleton,"Skeleton, Women",26,Shelley Rudman,110427,2,Silver,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"1,000 metres, Men",857,Paul Stanley,110369,19,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"500 metres, Men",838,Paul Stanley,110369,20,,False
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"500 metres, Men",838,Jon Eley,109908,5,,False
2006 Winter Olympics,49,GBR,Luge,"Singles, Men",212,Mark Hatton,101265,35,,False
2006 Winter Olympics,49,GBR,Luge,"Singles, Men",212,AJ Rosen,109695,16,,False
2006 Winter Olympics,49,GBR,Figure Skating,"Ice Dancing, Mixed",14389,John Kerr,110713,10,,True
2006 Winter Olympics,49,GBR,Figure Skating,"Ice Dancing, Mixed",14389,Sinead Kerr,110726,10,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Women",2721,Kelly Wood,110176,=5,,True
2006 Winter Olympics,49,GBR,Short Track Speed Skating,"1,000 metres, Men",857,Jon Eley,109908,17,,False
2006 Winter Olympics,49,GBR,Snowboarding,"Halfpipe, Men",1719,Dan Wakeham,109879,26,,False
2006 Winter Olympics,49,GBR,Snowboarding,"Halfpipe, Women",1779,Kate Foster,109986,20,,False
2006 Winter Olympics,49,GBR,Snowboarding,"Halfpipe, Women",1779,Lesley McKenna,101108,33,,False
2006 Winter Olympics,49,BIH,Biathlon,"10 kilometres Sprint, Men",1599,Miro Ćosić,109626,84,,False
2006 Winter Olympics,49,BIH,Biathlon,"20 kilometres, Men",1600,Miro Ćosić,109626,83,,False
2006 Winter Olympics,49,BIH,Biathlon,"7.5 kilometres Sprint, Women",1607,Aleksandra Vasiljević,109994,78,,False
2006 Winter Olympics,49,BIH,Biathlon,"15 kilometres, Women",1608,Aleksandra Vasiljević,109994,74,,False
2006 Winter Olympics,49,BIH,Cross Country Skiing,"15 kilometres, Men",2130,Bojan Samardžija,110696,89,,False
2006 Winter Olympics,49,BIH,Cross Country Skiing,"10 kilometres, Women",2157,Vedrana Vučićević,110406,70,,False
2006 Winter Olympics,49,LTU,Cross Country Skiing,"Sprint, Women",2162,Irina Terentjeva,101006,37,,False
2006 Winter Olympics,49,LTU,Cross Country Skiing,"50 kilometres, Men",2134,Aleksejus Novoselskis,110701,DNF,,False
2006 Winter Olympics,49,LTU,Cross Country Skiing,"15 kilometres, Men",2130,Aleksejus Novoselskis,110701,DNF,,False
2006 Winter Olympics,49,LTU,Cross Country Skiing,"Sprint, Men",2135,Aleksejus Novoselskis,110701,59,,False
2006 Winter Olympics,49,SVK,Ice Hockey,"Ice Hockey, Men",20848,Ľubomír Višňovský,100688,5,,True
2006 Winter Olympics,49,LTU,Biathlon,"10 kilometres Pursuit, Women",1609,Diana Rasimovičiūtė,101389,27,,False
2006 Winter Olympics,49,LTU,Biathlon,"7.5 kilometres Sprint, Women",1607,Diana Rasimovičiūtė,101389,18,,False
2006 Winter Olympics,49,LTU,Biathlon,"10 kilometres Sprint, Men",1599,Karolis Zlatkauskas,110106,88,,False
2006 Winter Olympics,49,LTU,Alpine Skiing,"Slalom, Men",1493,Vitalijus Rumiancevas,110830,44,,False
2006 Winter Olympics,49,LTU,Alpine Skiing,"Giant Slalom, Men",1490,Vitalijus Rumiancevas,110830,DQ,,False
2006 Winter Olympics,49,GBR,Snowboarding,"Cross, Women",1786,Zoë Gillings,110960,15,,False
2006 Winter Olympics,49,GBR,Curling,"Curling, Women",2721,Rhona Martin,102011,=5,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Women",2721,Jackie Lockhart,100284,=5,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Women",2721,Debbie Knox,102009,=5,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Women",2721,Lynn Cameron,110177,=5,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Men",2667,Bent Ånund Ramsfjell,102066,=5,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Men",2667,Flemming Davanger,102064,=5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Team Sprint, Women",2179,Marit Bjørgen,101008,4,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"Team Sprint, Women",2179,Ella Gjømle,110059,4,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 5 kilometres Relay, Women",2175,Marit Bjørgen,101008,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 5 kilometres Relay, Women",2175,Kristin Mürer Stemland,109784,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 5 kilometres Relay, Women",2175,Hilde Gjermundshaug Pedersen,100988,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"4 × 5 kilometres Relay, Women",2175,Kristin Størmer Steira,109781,5,,True
2006 Winter Olympics,49,NOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",2158,Marit Bjørgen,101008,DNF,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",2158,Kristin Mürer Stemland,109784,19,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",2158,Hilde Gjermundshaug Pedersen,100988,10,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",2158,Kristin Størmer Steira,109781,4,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres, Women",2161,Ella Gjømle,110059,29,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres, Women",2161,Kristin Mürer Stemland,109784,24,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"30 kilometres, Women",2161,Kristin Størmer Steira,109781,4,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"10 kilometres, Women",2157,Kristin Mürer Stemland,109784,12,,False
2006 Winter Olympics,49,NOR,Cross Country Skiing,"10 kilometres, Women",2157,Kristin Størmer Steira,109781,4,,False
2006 Winter Olympics,49,NOR,Curling,"Curling, Men",2667,Pål Trulsen,102067,=5,,True
2006 Winter Olympics,49,NOR,Alpine Skiing,"Downhill, Men",1487,Aksel Lund Svindal,109893,21,,False
2006 Winter Olympics,49,NOR,Curling,"Curling, Men",2667,Lars Vågberg,102068,=5,,True
2006 Winter Olympics,49,NOR,Curling,"Curling, Women",2721,Marianne Haslum,100297,4,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Men",2667,Craig Wilson,110799,4,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Men",2667,Warwick Smith,102058,4,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Men",2667,David Murdoch,110154,4,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Men",2667,Ewan MacDonald,102056,4,,True
2006 Winter Olympics,49,GBR,Curling,"Curling, Men",2667,Euan Byers,110155,4,,True
2006 Winter Olympics,49,GBR,Bobsleigh,"Two, Women",474,Jackie Davies,101671,9,,True
2006 Winter Olympics,49,GBR,Bobsleigh,"Two, Women",474,Nicola Gautier-Minichiello,101673,9,,True
2006 Winter Olympics,49,GBR,Bobsleigh,"Four, Men",467,Dan Humphries,110651,17,,True
2006 Winter Olympics,49,GBR,Bobsleigh,"Four, Men",467,Karl Johnston,111008,17,,True
